text	label
want to catch my attention niggah throw up a dolla sign	NG
Ain't no love in the ghetto 💔	OK
Son of a bitch	NG
RT @USER: Yankees offseason plan: Sign Sandoval, move A-Rod to first base, shoot Teixeira and throw his corpse in the East River. #Y…	OK
How do you go to sleep at night bitch, if I'm not the one sleeping with youuu!!🔊	NG
@USER it was the address to her Job... So the jokes on you bitch! Ha!	NG
Laughing at my deck that they gave me, yellow and jesus stencils all over it	OK
"These bitches both average. Lmao @ ""baddie"" “@USER: Pretty girls be like 💁{{URL}}”"	NG
RT @USER: But bitches do that too {{URL}}	NG
You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??	NG
“@USER: Your opinion is irrelevant because you’re a cunt.” @USER	NG
Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.	NG
RT @USER: Since a yungin bitch I been nat nigga	NG
RT @USER: I call this the 100gram sugar delight or a Heart Attack. It's a #PopTart #Twinkie & a #HoneyBun {{URL}}	OK
You see me bussing this bitch 👀🔫🙈💯	NG
Forgiato Fest in Dallas this year fuck yeah bitch	NG
@USER @USER that would cripple our military :)	OK
@USER bitch*	NG
RT @USER: Today seems like as good a day as ever to bang some bitches and go for ice cream.	NG
RT @USER: @USER Uncle Charlie and nem lol	OK
When people really think I'm Asian I get offended, Even though I make fun of my gook self	OK
@USER @USER only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him	NG
RT @USER: Jimmy Graham is one ugly son of a bitch	NG
Dont believe them hoes.	NG
@USER I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity	OK
"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"	NG
@USER @USER I blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan	NG
Dis bitch by my side and I'll never be broken. {{URL}}	NG
RT @USER: I love when bitches throw shade. Just confirms i'm doing something right 😂	NG
never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!	NG
Nipple banana monkey!	OK
Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.	NG
Does it bother anyone else that the planet of the apes timeline makes no sense?	OK
These hoes are hilarious these days 😂😂	NG
Know that the bad bitch got ittt 😩🎤	NG
One thing I hate more than Lightskin niggas, is a Confused bitch like either you go fwm or you gon fw these niggas. ✋😴	NG
all y'all some hoes tbh	NG
I'm a dick and you ain't even got ya strap on, pussy	NG
RT @USER: “@USER: But it's some bad bitches on backpage ... You might find one of yo followers on there too 👀👀 🐸☕️#WhereTheyAtDo…	NG
RT @USER: @USER No prob! Def a good early set energy tool! If you want to tune in, {{URL}} in less than an ho…	OK
@USER This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.	NG
@USER Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!	NG
This bitch weave game serious {{URL}}	NG
Painting bitches on rooftops, b/c bitches love rooftops	NG
The Conjuring wasn't trash. It just wasn't as good as Insidious.	OK
“@USER: 😒 dis hoe BRI will fuck up a wet dream” Pop up in the dream like {{URL}}	NG
""" post a picture of that pussy get 200 likes """	NG
He said that bitch look like a praying mantis tho ctfu	NG
got like 4 hoes in my low pro	NG
Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.	OK
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!	NG
If you ain't Stevie J's bitch of course you'll call him the scum of the earth.His bitches hooked while they're upset though.	NG
@USER safe bruv welcum to twitter my niggur	NG
Rambo bout to flex on these hoes	NG
RT @USER: Jus know ...S/O to my nicca @USER #BKent #MME1636 {{URL}}	NG
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.	OK
Say I'm wrong but I can treat that pussy right	NG
@USER @USER that bitch should be in jail for that 114-114	NG
Chances make champions nicca ain't nothing stopping you!	NG
aye bitch try this	NG
pussy boy gone die a bitch	NG
The Saints are pure trash lol smh	OK
RT @USER: Def a whiny bitch RT @USER: “@USER: A girl who cries is a girl who cares.” Or a whiny bitch	NG
Senior privileges bitch	NG
I'll be a Yankee fan forever	OK
He's like 30 something year old talking back to my mom & taking my uncles truck without permission like bitch you need to fucken relax !	NG
@USER Mmmm sure dont seem like it.. lmfao but yess ill be that bitch:)) now are you done?	NG
Wtf bitch	NG
You do something different you turn out a hoe	NG
RT @USER: Selfie game retarded {{URL}}	NG
@USER suck ass bum ass Yankees foh	NG
On a mission to find some zebra cakes	OK
never have I seen a toddler chug a water bottle so fast lol	OK
RT @USER: RT @USER I got no interest in tall skinny model bitches! I like my women with some ass & hips ...	NG
@USER @USER I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you	NG
RT @USER: I wonder if I can sue a bitch 4wasting my mf time	NG
RT @USER: Some bitches turned on me with bitched that once turned on them. 👹	NG
"""No boats and hoes please thanks"" - Mom"	NG
Im sorry but you didn't have to be a bitch last night.	NG
"RT @USER: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to…"	OK
"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs 💯"	NG
RT @USER: Rick James bitch	NG
RT @USER: Oh I would've stood up!!! Fall back hoe	NG
Drake was singing that shit so bitches would buy NWTS...lmao. Nobody even remembers that album	NG
This lit bitch jayonna in the class im an aide in is SOOO FUNNY	NG
RT @USER: I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20…	NG
@USER I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats	OK
RT @USER: “@USER: @USER wussup bitch”cooling hoe	NG
"RT @USER: ""@USER: Rich homie and bird man gone be at mansion élan tonight 👀"" some niggas got fuckd up by the bouncers when i w…"	NG
Can you let me stretch that pussy out or nahhh	NG
it's awesome when people you've known for years talk trash about you behind your back and then ask you for favors later. truly awesome.	OK
@USER well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing 😏	NG
"😂😭 RT @USER: RT @USER: Lmfao ""@USER: WTF kinda pussy my mom think I got, buying this shit. 😒✋ {{URL}}"""	NG
RT @USER: Ross pulling hoes @USER @USER @USER {{URL}}	NG
Niggas sooooo pussy I swear I don't talk I'm all action	NG
RT @USER: Moment of truth, these hoes the truth	NG
We use to sneak up on them cats back in wood hollow and ceelo ranch and Toss they ass in the pool lil bitches	NG
These bitches ain't shit I forgot to mention .	NG
RT @USER: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy & having a tit…	NG
"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""	NG
If a nigga in nap can fuck my bitch that mean she lame for fuckin a lame.... All deez niggas here corny asl	NG
RT @USER: Feminism (noun): The perverted political ideology of hateful bitches too fat to get in airplane seats --> {{URL}}/…	NG
I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.	NG
@USER Hard to QA? Time is also a pain to mock out in unit tests...	OK
You want thingamabobs? I got twenty bitch	NG
Them quiet girls be hoes to watch out	NG
@USER bitch u describe both of those terms	NG
""" i spend my money how i want bitch its my business """	NG
"""@USER: Can't worry about a bitch that ain't worried bout me"" #real"	NG
RT @USER: Yankee Doodle had a farm. Cotton farm	OK
He got a cousin named jason that rock da Gary Payton....now da same triflin' bitches an HIV patient	NG
Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @USER: You trash at destiny if you aint at least 25	NG
RT @USER: that shit's for the birds	NG
@USER @USER wuss up bitch	NG
Sometimes a bitch needs to struggle to get where she going RT @USER: @USER sometimes. Some shit just an extra $30.	NG
I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach>	OK
RT @USER: I haven't had sex in forever ... A bitch could send me a 😘 emoji and I'd catch my nut	NG
RT @USER: Instagram always be acting like a bitch bruh	NG
"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @USER #RIPTALLT"	NG
Produced by yung @USER 🔥🔥 Bouta drop dis hoe {{URL}}	NG
When a fat bitch want you and a skinny bitch can't cook nothin for you 😂😂😂 these hoes ain't hungry 😂😂	NG
RT @USER: Peyton Manning's remarkable season: • 5,477 Pass yds (NFL record) • 55 Pass TD (NFL record) • 450 completions • likely ho…	OK
These kids man real life kids not even over 18 n bucking bitch sit yo stupid ass down	NG
RT @USER: New avi thanks to b Oreo	OK
RT @USER: S/O yo bitch {{URL}}	NG
"""@USER: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"	NG
RT @USER: The nerve of these bitches in Champaign	NG
Wow my dad just racked me what a fag	NG
That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe	OK
RT @USER: Not every female is a TROPHY🏆😍🙌 some of y'all hoes are just Certificates of Completion!📝📃😒	NG
Sometimes you gotta block a bitch because damn they annoying	NG
Them gay dudes stay with the baddest bitches.....no punch line	NG
Just cause you got a boyfriend now don't mean you still ain't a hoe. Now you're just a hoe with a boyfriend	NG
@USER means trash lol	OK
"""don't let your side bitch settle in, I might have to headbutt you Evelyn"""	NG
RT @USER: rt if ur a sassy ass bitch	NG
@USER that's lil nig 😎	NG
"""@USER: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."	OK
RT @USER: y'all gotta stop pumping these ugly hoes heads up 😷	NG
@USER @USER Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.	OK
RT @USER: i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f…	NG
@USER Hell na !! Hes a honky brah	NG
★ BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA ★718-622-0221 - 24 {{URL}}	OK
W bitch	NG
RT @USER: The most likely signs to be crazy bitches: Aries Taurus Gemini Cancer Leo Virgo Libra Scorpio Sagittarius Capricorn Aq…	NG
Yall trustin these hoes... I've never been that gullible	NG
This bitch just texted me out the blue bout want see her butt.	NG
@USER wtf mine was just a fried Twinkie w powdered sugar I got hoed	NG
Padre /Yankee/Angel fans need to stfu	OK
RT @USER: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel…	NG
Harvard got the worst hoes cheerleading in America	NG
@USER @USER @USER @USER @USER fellow anarchists quit being vaginas :P like jr high up in this bitch	NG
WE SALUTE THE VETS – Tuesday Jihadi Bitch Slaying: MK-48, M203’s Fired At Taliban Cockroaches Du... {{URL}} #tcot #pjnet	NG
""" & you might not get ya bitch back & thats that """	NG
why even get pregnant by someone that isn't an never will be fit to be a dad, smh stupid stupid hoes	NG
@USER stop being a bitch and speaking on my name little girl , thank you.	NG
"RT @USER: I knew a bitch in college who sold the pussy for 2-3 ""favors"""	NG
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face	NG
Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling	OK
' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now	NG
@USER bitch shut up and hand me some of those flowers you selling, the light is about to change.	NG
RT @USER: Dad: Why are your eyes so red?Son: I smoked weed, Dad.Dad: Don't lie to me, you were crying because you are a faggot.	NG
"RT @USER: In the fashion world ""urban"" definitely means ""stolen from black people"" it's ghetto on us, and urban on them haha {{URL}}…"	OK
RT @USER: @USER @USER naw bitches want attention not respect... Real women want respect #truth	NG
It's funny how girls are crying over their nudes being on IG like bitch why you sending nudes to begin with?	NG
RT @USER: swag swag swag bitch moooob	NG
😏 haahaa ,dumb bitch	NG
I say we all do a big fat line of meth after the finale...come on you pussies :P #GoodbyeBreakingBad	NG
That pussy sooo good 😌💕	NG
RT @USER: #LRT exactly. Announcing that you could be a piece of pussy for a couple hours, then irrelevant after that? Nothing cute a…	NG
@USER Eff dem hos.	NG
She say that she was married well so is me she say her pussy hairy 😺😺 I wanna see 😾👀	NG
Watch yo hoe	NG
Dem niccas run plays too quick	NG
it's been ten mins, bitch I gave you a 2 min assignment lmfaooooo	NG
